0,"[790, 832]"
1,"[1901, 112]"
2,"[1533, 401]"
3,"[2058, 308]"
4,"[2209, 506]"
5,"[1696, 659]"
6,"[2058, 297]"
7,"[1398, 881]"
8,"[1854, 146]"
9,"[1858, 136]"
10,"[1908, 120]"
11,"[1463, 663]"
12,"[1187, 360]"
13,"[1678, 649]"
14,"[1378, 1009]"
15,"[1564, 480]"
16,"[2113, 284]"
17,"[944, 37]"
18,"[98, 751]"
19,"[1511, 449]"
20,"[2093, 265]"
21,"[1297, 121]"
22,"[1917, 96]"
23,"[2800, 37]"
24,"[2617, 1005]"
25,"[847, 845]"
26,"[851, 742]"
27,"[1446, 510]"
28,"[63, 432]"
29,"[1193, 394]"
30,"[2591, 242]"
31,"[1743, 49]"
32,"[2009, 37]"
33,"[2452, 36]"
34,"[153, 36]"
35,"[2140, 1043]"
36,"[716, 932]"
37,"[862, 799]"
38,"[2766, 558]"
39,"[1629, 280]"
40,"[442, 879]"
41,"[1020, 596]"
42,"[3047, 440]"
43,"[1680, 352]"
44,"[2599, 205]"
45,"[2372, 128]"
46,"[1903, 128]"
47,"[2313, 85]"
48,"[1675, 640]"
49,"[2847, 470]"
50,"[1392, 927]"
51,"[1397, 920]"
52,"[1458, 655]"
53,"[1211, 436]"
54,"[2667, 203]"
55,"[2668, 198]"
56,"[677, 695]"
57,"[775, 865]"
58,"[1562, 441]"
59,"[1413, 217]"
60,"[1372, 476]"
61,"[1877, 437]"
62,"[2471, 272]"
63,"[1830, 715]"
64,"[1449, 812]"
65,"[1016, 491]"
66,"[1087, 177]"
67,"[257, 837]"
68,"[1578, 572]"
69,"[303, 567]"
70,"[2906, 478]"
71,"[1232, 801]"
72,"[988, 102]"
73,"[194, 464]"
74,"[440, 332]"
75,"[1898, 829]"
76,"[726, 906]"
77,"[2538, 251]"
78,"[2874, 481]"
79,"[637, 672]"
80,"[1353, 840]"
81,"[971, 64]"
82,"[115, 426]"
83,"[2026, 917]"
84,"[2515, 249]"
85,"[1058, 588]"
86,"[818, 516]"
87,"[1023, 109]"
88,"[584, 665]"
89,"[2078, 1009]"
90,"[604, 369]"
91,"[2128, 1043]"
