0,"[349, 916]"
1,"[79, 746]"
2,"[443, 641]"
3,"[311, 533]"
4,"[387, 1020]"
5,"[417, 802]"
6,"[387, 1031]"
7,"[174, 697]"
8,"[208, 895]"
9,"[162, 705]"
10,"[219, 878]"
11,"[265, 566]"
12,"[209, 1015]"
13,"[316, 929]"
14,"[297, 913]"
15,"[303, 735]"
16,"[482, 843]"
17,"[153, 993]"
18,"[390, 1153]"
19,"[239, 987]"
20,"[575, 899]"
21,"[471, 837]"
22,"[431, 801]"
23,"[519, 325]"
24,"[118, 748]"
25,"[194, 808]"
26,"[154, 1208]"
27,"[72, 734]"
28,"[442, 1048]"
29,"[97, 1042]"
30,"[463, 942]"
31,"[616, 705]"
32,"[422, 498]"
33,"[258, 488]"
34,"[104, 429]"
35,"[27, 406]"
36,"[481, 1216]"
37,"[24, 1196]"
38,"[615, 1134]"
39,"[535, 1089]"
40,"[24, 1088]"
41,"[618, 1057]"
42,"[27, 1009]"
43,"[615, 1003]"
44,"[107, 995]"
45,"[618, 953]"
46,"[33, 945]"
47,"[362, 901]"
48,"[25, 856]"
49,"[131, 788]"
50,"[24, 781]"
51,"[617, 755]"
52,"[29, 746]"
53,"[559, 639]"
54,"[615, 596]"
55,"[616, 566]"
56,"[389, 512]"
57,"[517, 477]"
58,"[619, 429]"
59,"[73, 381]"
60,"[388, 361]"
61,"[525, 324]"
62,"[606, 149]"
63,"[117, 674]"
64,"[116, 656]"
65,"[299, 734]"
66,"[129, 1218]"
67,"[319, 1211]"
68,"[363, 1050]"
69,"[538, 1019]"
70,"[613, 872]"
71,"[596, 829]"
72,"[176, 824]"
73,"[613, 818]"
74,"[28, 587]"
75,"[549, 121]"
76,"[607, 58]"
77,"[508, 1073]"
78,"[289, 467]"
79,"[554, 260]"
80,"[59, 227]"
81,"[81, 755]"
82,"[143, 732]"
83,"[603, 70]"
84,"[139, 1000]"
85,"[374, 919]"
86,"[569, 1140]"
87,"[416, 1051]"
88,"[440, 653]"
89,"[516, 309]"
90,"[329, 920]"
91,"[526, 573]"
92,"[280, 564]"
93,"[287, 521]"
94,"[441, 429]"
95,"[509, 967]"
96,"[243, 705]"
97,"[230, 877]"
98,"[69, 791]"
99,"[138, 413]"
100,"[216, 1004]"
101,"[178, 1010]"
102,"[257, 985]"
103,"[420, 679]"
104,"[577, 770]"
105,"[105, 950]"
106,"[358, 1200]"
107,"[559, 914]"
108,"[543, 716]"
109,"[268, 767]"
110,"[65, 1108]"
111,"[83, 414]"
112,"[530, 1139]"
113,"[585, 1061]"
114,"[586, 994]"
115,"[590, 627]"
116,"[550, 449]"
117,"[544, 174]"
118,"[68, 600]"
119,"[575, 86]"
120,"[190, 390]"
121,"[448, 1012]"
122,"[109, 833]"
123,"[253, 533]"
124,"[515, 1196]"
125,"[55, 940]"
126,"[572, 447]"
127,"[332, 1212]"
128,"[268, 443]"
129,"[139, 292]"
130,"[597, 76]"
131,"[550, 1130]"
132,"[262, 548]"
133,"[499, 1213]"
134,"[163, 460]"
135,"[74, 951]"
136,"[228, 427]"
