0,"['0', '47', 19.85]"
1,"['0', '90', 20.4]"
2,"['0', '85', 25.18]"
3,"['1', '81', 9.22]"
4,"['1', '27', 13.89]"
5,"['1', '24', 39.05]"
6,"['1', '52', 50.0]"
7,"['2', '88', 12.37]"
8,"['2', '91', 107.3]"
9,"['2', '3', 170.55]"
10,"['3', '93', 26.83]"
11,"['3', '92', 43.84]"
12,"['3', '94', 166.48]"
13,"['4', '6', 11.0]"
14,"['4', '121', 61.52]"
15,"['4', '13', 115.42]"
16,"['5', '22', 14.04]"
17,"['5', '15', 132.23]"
18,"['5', '14', 163.47]"
19,"['6', '68', 30.61]"
20,"['6', '87', 35.23]"
21,"['7', '9', 14.42]"
22,"['7', '96', 69.46]"
23,"['7', '11', 159.51]"
24,"['8', '10', 20.25]"
25,"['8', '19', 97.08]"
26,"['8', '48', 187.11]"
27,"['9', '82', 33.02]"
28,"['9', '63', 54.64]"
29,"['10', '97', 11.05]"
30,"['10', '122', 118.85]"
31,"['11', '92', 15.13]"
32,"['11', '132', 18.25]"
33,"['12', '100', 13.04]"
34,"['12', '101', 31.4]"
35,"['12', '18', 227.61]"
36,"['13', '90', 15.81]"
37,"['13', '14', 24.84]"
38,"['13', '102', 81.34]"
39,"['14', '97', 76.06]"
40,"['15', '65', 4.12]"
41,"['15', '103', 129.71]"
42,"['16', '21', 12.53]"
43,"['16', '20', 108.56]"
44,"['16', '104', 119.81]"
45,"['17', '84', 15.65]"
46,"['17', '101', 30.23]"
47,"['17', '105', 64.44]"
48,"['18', '106', 56.86]"
49,"['18', '77', 142.56]"
50,"['19', '102', 18.11]"
51,"['19', '100', 28.6]"
52,"['20', '107', 21.93]"
53,"['20', '70', 46.62]"
54,"['21', '22', 53.81]"
55,"['21', '85', 127.02]"
56,"['22', '108', 140.6]"
57,"['23', '61', 6.08]"
58,"['23', '89', 16.28]"
59,"['23', '94', 130.0]"
60,"['24', '82', 29.68]"
61,"['24', '25', 96.83]"
62,"['25', '72', 24.08]"
63,"['25', '109', 84.6]"
64,"['26', '110', 133.87]"
65,"['28', '87', 26.17]"
66,"['29', '42', 77.39]"
67,"['30', '107', 100.0]"
68,"['31', '108', 73.82]"
69,"['32', '56', 35.85]"
70,"['33', '93', 43.93]"
71,"['34', '111', 25.81]"
72,"['35', '111', 56.57]"
73,"['36', '133', 18.25]"
74,"['37', '66', 107.28]"
75,"['38', '86', 46.39]"
76,"['39', '113', 57.31]"
77,"['40', '110', 45.62]"
78,"['41', '113', 33.24]"
79,"['43', '114', 30.36]"
80,"['44', '84', 32.39]"
81,"['45', '95', 109.9]"
82,"['46', '125', 22.56]"
83,"['49', '81', 59.91]"
84,"['50', '98', 46.1]"
85,"['51', '104', 42.72]"
86,"['53', '115', 33.24]"
87,"['54', '115', 39.82]"
88,"['55', '91', 90.27]"
89,"['57', '116', 43.28]"
90,"['58', '126', 50.33]"
91,"['59', '99', 72.45]"
92,"['60', '117', 243.53]"
93,"['62', '117', 66.85]"
94,"['63', '64', 18.03]"
95,"['64', '118', 73.76]"
96,"['65', '109', 45.28]"
97,"['65', '96', 63.06]"
98,"['67', '127', 13.04]"
99,"['69', '114', 54.12]"
100,"['71', '73', 20.25]"
101,"['74', '118', 42.06]"
102,"['75', '119', 43.6]"
103,"['76', '83', 12.65]"
104,"['78', '128', 31.89]"
105,"['79', '89', 62.01]"
106,"['80', '129', 103.08]"
107,"['83', '130', 8.49]"
108,"['86', '131', 21.47]"
109,"['88', '103', 32.8]"
110,"['95', '121', 75.8]"
111,"['98', '122', 58.0]"
112,"['99', '134', 53.24]"
113,"['105', '135', 31.02]"
114,"['106', '127', 28.64]"
115,"['112', '131', 21.93]"
116,"['112', '124', 58.94]"
117,"['116', '126', 22.09]"
118,"['119', '130', 24.17]"
119,"['120', '136', 53.04]"
120,"['120', '129', 110.48]"
121,"['123', '132', 17.49]"
122,"['123', '134', 115.88]"
123,"['124', '133', 23.35]"
124,"['125', '135', 21.95]"
125,"['128', '136', 43.08]"
