0,"['0', '77', 46.62]"
1,"['0', '109', 207.0]"
2,"['1', '22', 8.49]"
3,"['1', '25', 23.09]"
4,"['1', '10', 160.86]"
5,"['2', '3', 49.66]"
6,"['2', '110', 95.9]"
7,"['2', '42', 547.95]"
8,"['3', '39', 189.86]"
9,"['3', '15', 219.32]"
10,"['4', '21', 45.61]"
11,"['4', '64', 60.17]"
12,"['4', '87', 859.82]"
13,"['5', '132', 58.46]"
14,"['5', '20', 267.24]"
15,"['6', '95', 19.1]"
16,"['6', '96', 144.1]"
17,"['6', '73', 208.27]"
18,"['7', '97', 11.7]"
19,"['7', '113', 107.97]"
20,"['7', '57', 192.61]"
21,"['8', '15', 10.82]"
22,"['8', '16', 51.22]"
23,"['8', '114', 64.03]"
24,"['9', '17', 10.44]"
25,"['9', '133', 34.06]"
26,"['9', '116', 359.42]"
27,"['10', '65', 5.1]"
28,"['10', '18', 13.04]"
29,"['11', '19', 19.1]"
30,"['11', '117', 47.63]"
31,"['11', '29', 66.91]"
32,"['12', '47', 85.15]"
33,"['12', '20', 106.1]"
34,"['12', '119', 296.92]"
35,"['12', '118', 471.83]"
36,"['13', '98', 8.25]"
37,"['13', '120', 42.06]"
38,"['13', '30', 444.6]"
39,"['14', '96', 12.08]"
40,"['14', '72', 231.01]"
41,"['14', '15', 260.21]"
42,"['16', '120', 30.89]"
43,"['16', '17', 192.1]"
44,"['17', '102', 182.48]"
45,"['18', '66', 4.0]"
46,"['18', '67', 66.65]"
47,"['19', '115', 42.2]"
48,"['19', '114', 141.06]"
49,"['20', '102', 22.47]"
50,"['20', '35', 84.4]"
51,"['22', '80', 19.24]"
52,"['22', '60', 199.01]"
53,"['23', '81', 73.25]"
54,"['24', '103', 95.46]"
55,"['26', '69', 161.52]"
56,"['27', '79', 298.64]"
57,"['28', '121', 76.9]"
58,"['31', '45', 134.73]"
59,"['32', '122', 113.32]"
60,"['33', '34', 230.01]"
61,"['36', '105', 316.08]"
62,"['37', '134', 47.93]"
63,"['38', '94', 76.9]"
64,"['40', '100', 149.41]"
65,"['41', '121', 136.24]"
66,"['43', '123', 266.37]"
67,"['44', '135', 53.37]"
68,"['46', '122', 138.09]"
69,"['48', '49', 101.83]"
70,"['50', '124', 60.07]"
71,"['51', '53', 91.92]"
72,"['52', '140', 37.7]"
73,"['54', '86', 50.04]"
74,"['55', '111', 168.08]"
75,"['56', '76', 70.01]"
76,"['58', '137', 57.43]"
77,"['59', '119', 442.14]"
78,"['61', '126', 216.91]"
79,"['62', '107', 199.18]"
80,"['63', '109', 251.0]"
81,"['68', '127', 97.02]"
82,"['70', '108', 17.03]"
83,"['71', '118', 239.14]"
84,"['74', '138', 138.06]"
85,"['75', '124', 56.65]"
86,"['78', '129', 58.25]"
87,"['82', '110', 79.76]"
88,"['83', '130', 147.87]"
89,"['84', '117', 59.17]"
90,"['85', '131', 181.47]"
91,"['88', '126', 422.12]"
92,"['89', '139', 74.17]"
93,"['90', '112', 189.27]"
94,"['91', '0', 45.88]"
95,"['92', '127', 51.74]"
96,"['93', '108', 64.08]"
97,"['94', '100', 71.06]"
98,"['95', '130', 70.84]"
99,"['97', '106', 43.42]"
100,"['98', '101', 217.88]"
101,"['99', '106', 12.17]"
102,"['99', '107', 42.72]"
103,"['101', '131', 27.8]"
104,"['103', '104', 34.21]"
105,"['104', '125', 216.46]"
106,"['105', '129', 115.74]"
107,"['111', '132', 45.28]"
108,"['112', '5', 183.66]"
109,"['113', '134', 73.66]"
110,"['115', '133', 44.91]"
111,"['116', '141', 82.15]"
112,"['123', '135', 62.36]"
113,"['125', '137', 33.84]"
114,"['128', '139', 121.71]"
115,"['128', '138', 258.64]"
116,"['136', '140', 58.05]"
117,"['136', '141', 133.26]"
