0,"[1323, 496]"
1,"[1256, 423]"
2,"[1098, 722]"
3,"[1117, 957]"
4,"[384, 860]"
5,"[959, 812]"
6,"[957, 822]"
7,"[1102, 950]"
8,"[1252, 612]"
9,"[389, 852]"
10,"[1319, 504]"
11,"[263, 241]"
12,"[1336, 535]"
13,"[785, 1035]"
14,"[350, 675]"
15,"[41, 378]"
16,"[580, 1206]"
17,"[1211, 963]"
18,"[1389, 832]"
19,"[1369, 55]"
20,"[690, 1258]"
21,"[1320, 1206]"
22,"[1404, 1172]"
23,"[934, 1166]"
24,"[300, 688]"
25,"[1397, 475]"
26,"[599, 50]"
27,"[119, 1232]"
28,"[42, 917]"
29,"[808, 690]"
30,"[1246, 429]"
31,"[375, 355]"
32,"[43, 42]"
33,"[106, 1157]"
34,"[1037, 828]"
35,"[347, 535]"
36,"[1406, 264]"
37,"[928, 192]"
38,"[900, 184]"
39,"[603, 44]"
40,"[1058, 41]"
41,"[396, 893]"
42,"[380, 728]"
43,"[1331, 516]"
44,"[85, 62]"
45,"[658, 470]"
46,"[516, 490]"
47,"[593, 491]"
48,"[572, 484]"
