0,"['0', '57', 36.25]"
1,"['0', '25', 58.46]"
2,"['0', '26', 108.72]"
3,"['0', '56', 177.59]"
4,"['1', '10', 10.63]"
5,"['1', '22', 22.63]"
6,"['1', '9', 49.24]"
7,"['2', '58', 49.41]"
8,"['2', '39', 154.46]"
9,"['2', '60', 177.61]"
10,"['2', '59', 219.67]"
11,"['3', '6', 11.0]"
12,"['3', '61', 222.27]"
13,"['3', '4', 249.01]"
14,"['4', '62', 351.28]"
15,"['4', '24', 644.57]"
16,"['5', '13', 20.59]"
17,"['5', '63', 145.23]"
18,"['5', '61', 286.43]"
19,"['6', '20', 47.42]"
20,"['6', '8', 253.81]"
21,"['7', '51', 39.01]"
22,"['7', '80', 60.88]"
23,"['7', '64', 85.8]"
24,"['8', '9', 10.77]"
25,"['8', '43', 269.65]"
26,"['9', '31', 144.2]"
27,"['10', '46', 9.43]"
28,"['10', '32', 130.73]"
29,"['11', '52', 9.43]"
30,"['11', '64', 149.66]"
31,"['11', '13', 215.46]"
32,"['12', '66', 208.54]"
33,"['13', '48', 9.49]"
34,"['14', '50', 83.19]"
35,"['15', '58', 39.05]"
36,"['16', '47', 282.14]"
37,"['17', '81', 38.18]"
38,"['18', '67', 180.77]"
39,"['19', '68', 140.06]"
40,"['21', '59', 150.57]"
41,"['23', '55', 208.19]"
42,"['27', '52', 145.5]"
43,"['28', '82', 52.35]"
44,"['29', '53', 45.69]"
45,"['30', '54', 85.42]"
46,"['33', '45', 121.92]"
47,"['34', '74', 412.29]"
48,"['35', '91', 12.0]"
49,"['36', '76', 27.86]"
50,"['37', '41', 257.24]"
51,"['38', '49', 119.6]"
52,"['40', '67', 189.71]"
53,"['42', '70', 146.03]"
54,"['44', '77', 76.4]"
55,"['48', '68', 118.46]"
56,"['49', '78', 29.15]"
57,"['50', '51', 8.6]"
58,"['53', '60', 165.89]"
59,"['54', '55', 5.1]"
60,"['56', '79', 46.14]"
61,"['57', '76', 63.89]"
62,"['62', '84', 49.65]"
63,"['63', '75', 132.74]"
64,"['65', '85', 105.7]"
65,"['65', '86', 199.57]"
66,"['66', '87', 93.38]"
67,"['69', '73', 149.97]"
68,"['69', '88', 297.6]"
69,"['70', '78', 32.14]"
70,"['71', '80', 127.13]"
71,"['71', '85', 275.04]"
72,"['72', '87', 35.69]"
73,"['72', '81', 41.63]"
74,"['73', '82', 87.66]"
75,"['74', '90', 168.12]"
76,"['75', '83', 155.33]"
77,"['77', '84', 23.09]"
78,"['79', '88', 53.46]"
79,"['83', '89', 105.68]"
80,"['86', '90', 259.62]"
81,"['89', '91', 60.46]"
